batchID,test1,test2,test3,test4,test5,test6,test7,test8,test9,test10,test11,test12,test13,test14,test15,test16,test17,test18,test19,test20,test21,test22,test23,test24,test25,test26,test27,test28,test29,test30
B019829,641,150,829,3,815,538,298,579,395,497,696,352,1,920,232,534,396,308,168,190,63,791,322,0,684,722,267,255,676,873
B022395,621,876,845,571,337,329,480,135,226,60,848,173,492,318,932,822,108,404,854,523,768,784,284,435,705,997,738,102,115,109
B047955,235,159,139,552,606,280,640,995,460,411,238,74,833,820,595,181,638,85,440,311,616,925,3,292,378,851,675,20,393,15
B031182,380,781,688,737,854,676,448,433,506,365,609,810,471,291,538,917,100,912,649,540,621,533,956,439,252,294,287,634,521,170
B034808,351,312,628,699,838,900,539,505,954,795,522,12,619,572,832,330,594,498,316,430,350,727,771,545,312,758,371,739,283,129
B019616,767,871,946,518,862,805,875,2,245,668,566,482,958,651,744,736,471,235,207,697,180,36,258,39,922,382,786,841,532,282
B001680,392,982,90,14,351,415,517,358,779,64,820,505,285,480,348,308,636,888,315,479,794,304,238,436,711,788,910,877,958,771
B041937,439,146,643,701,101,353,669,760,459,473,128,508,917,85,709,863,566,402,798,853,634,661,282,543,181,425,31,980,637,79
B022009,33,514,210,140,42,198,951,398,574,510,455,934,930,874,794,165,845,305,290,711,862,168,916,362,27,783,675,158,117,364
B003589,937,698,736,546,709,834,285,274,386,73,973,227,833,802,77,370,381,492,846,159,163,517,616,43,820,964,818,677,62,986
B005565,507,645,662,824,989,9,857,795,313,552,610,824,327,464,646,694,532,424,242,886,949,813,95,595,190,83,780,183,197,370
B050145,647,771,35,791,954,799,224,493,213,955,495,440,652,529,494,602,486,314,74,725,394,597,463,53,902,829,105,906,486,564
B038663,851,648,408,392,804,922,986,85,375,128,407,846,559,177,82,516,294,649,457,930,501,456,722,403,271,39,925,209,433,884
B005800,381,349,658,329,512,683,447,947,364,357,882,926,113,331,87,345,142,652,36,870,678,901,456,312,740,193,904,847,916,894
B043735,833,29,408,474,812,524,103,831,701,329,136,62,768,890,825,285,851,784,948,819,746,586,30,320,224,500,518,239,720,135
B034752,472,550,463,887,808,33,885,884,527,456,734,73,294,960,167,530,821,93,897,537,605,534,618,362,754,997,501,398,691,652
B006007,854,344,75,326,822,601,945,141,988,868,205,1,637,744,229,201,502,678,492,314,343,38,257,79,82,209,579,48,116,152
B003355,62,648,168,423,513,868,951,324,745,312,798,65,394,257,234,603,464,340,707,700,675,376,491,181,115,928,353,587,402,487
B022635,668,629,272,240,302,898,627,780,202,534,914,412,507,860,493,681,533,106,75,113,660,904,328,568,631,940,536,328,775,998
B001175,610,576,609,233,267,158,655,615,790,2,131,229,157,969,463,394,39,802,48,508,445,178,54,778,922,665,273,163,179,642
B010693,220,958,821,32,298,984,69,569,207,70,496,294,786,548,611,647,85,211,868,814,199,386,221,209,212,364,6,143,347,677
B023725,71,623,12,65,783,844,364,955,659,58,36,538,451,284,753,803,129,88,964,738,83,117,215,60,498,727,410,44,95,414
B022332,900,911,440,583,303,797,977,609,465,143,327,795,252,738,925,602,223,278,877,24,529,382,172,44,571,21,348,577,638,729
B012584,732,914,341,781,296,368,76,525,628,510,686,827,548,432,686,64,307,282,509,129,166,149,716,919,306,260,165,477,736,396
B023149,150,381,887,25,172,982,555,661,123,222,477,753,788,35,345,145,219,57,821,625,396,247,784,503,426,300,186,653,50,733
B014860,309,275,538,408,845,710,778,382,83,366,556,128,635,331,816,431,121,469,62,297,881,165,929,796,103,433,792,810,681,634
B007578,333,476,670,884,362,975,259,848,144,802,188,442,191,403,7,258,16,975,127,765,563,371,662,496,607,829,875,749,640,321
B021106,455,156,210,160,653,286,147,405,981,763,223,288,358,327,107,224,609,318,136,685,247,536,438,388,623,522,180,591,562,234
B017522,842,20,194,765,562,677,297,186,30,220,902,676,184,358,200,344,769,277,573,834,520,72,749,695,279,867,612,162,519,926
B024860,317,882,31,825,692,231,760,854,313,597,829,732,440,880,763,857,665,696,781,824,684,245,508,611,406,777,870,784,588,993
B020649,438,653,958,183,237,805,846,520,329,126,321,865,223,188,388,124,375,926,161,638,957,701,946,26,217,911,832,106,489,607
B044484,541,561,824,788,566,1,829,265,598,937,300,76,795,797,999,552,203,638,476,212,859,137,521,229,913,410,582,63,853,814
B013843,214,937,657,169,66,161,136,641,201,847,228,214,321,986,788,728,528,325,215,595,699,721,250,199,763,77,343,436,106,774
B039689,794,388,874,736,89,454,354,401,348,949,547,938,488,58,865,212,295,108,186,802,522,767,961,926,924,38,359,128,437,350
B033244,899,983,452,363,231,799,458,327,293,917,278,16,379,644,62,900,995,363,961,577,450,948,395,855,322,384,735,834,272,97
B016587,211,479,27,391,253,918,465,991,54,590,365,356,83,206,742,442,676,398,889,849,553,621,317,3,948,605,877,812,925,563
B024113,638,458,704,44,850,524,892,941,247,861,212,412,34,850,331,971,979,114,837,567,401,381,581,258,463,567,219,704,464,895
B013961,173,356,258,48,559,693,230,370,300,112,269,610,181,84,678,86,469,816,42,853,12,330,181,422,981,722,122,138,803,107
B004795,387,917,15,36,562,85,119,709,202,235,39,181,745,199,650,26,671,314,380,169,31,783,828,75,594,462,765,490,335,829
B047769,473,775,669,443,668,94,552,561,441,806,941,901,637,936,948,775,211,998,908,32,455,385,766,255,868,396,894,1,705,298
B020473,346,484,695,362,314,605,867,86,445,271,28,884,219,435,614,466,921,714,657,523,496,345,420,269,635,4,685,498,627,965
B021808,11,33,349,779,849,341,129,239,345,881,314,243,171,742,816,555,958,174,226,915,200,863,726,931,792,232,348,94,107,145
B049472,85,998,889,832,569,104,836,204,652,437,221,552,284,660,35,958,439,884,973,992,933,639,271,712,586,186,247,390,740,208
B049841,878,828,37,236,44,73,196,768,934,828,577,586,482,951,20,936,983,698,72,607,760,678,414,122,838,861,212,183,573,347
B028527,32,682,97,839,872,129,765,627,813,189,311,650,572,720,332,629,197,13,71,611,380,258,852,434,984,12,457,901,544,140
B031171,610,210,906,721,614,18,166,458,614,428,833,715,902,327,697,455,671,942,602,394,769,136,343,49,90,48,310,267,976,406
B022816,495,205,103,395,412,221,165,737,36,616,662,108,776,884,816,727,16,976,77,331,970,643,194,961,91,255,464,140,485,811
B015670,421,812,454,548,683,896,602,75,207,389,879,793,544,688,665,466,284,69,336,876,122,215,484,106,49,378,845,281,263,395
B009247,749,648,87,514,300,939,489,992,80,799,663,16,189,501,866,530,911,936,647,292,301,488,749,916,63,640,116,786,897,131
B039804,204,769,785,723,272,937,728,896,66,429,414,665,917,391,143,800,267,160,700,18,852,100,166,466,304,557,847,426,493,19
B040454,600,680,12,530,428,997,349,729,340,617,486,958,310,285,734,882,156,450,980,982,901,599,162,849,893,342,352,702,931,878
B048453,756,179,266,153,0,739,580,767,713,196,897,3,532,310,521,516,535,488,300,337,86,759,386,345,136,480,601,491,634,96
B005069,594,418,909,259,747,559,839,123,958,210,672,877,336,660,811,571,670,58,235,507,130,452,661,331,519,868,534,884,350,727
B029196,556,529,877,13,590,976,606,644,294,84,149,958,530,55,920,576,157,608,555,216,11,595,783,558,959,987,918,302,923,622
B037778,801,750,839,528,617,932,681,876,192,972,197,0,308,123,249,946,527,924,491,462,313,474,525,799,886,164,571,49,887,792
B034108,850,189,677,404,66,963,327,56,622,695,126,446,25,684,432,808,524,519,153,385,558,449,547,216,361,203,419,272,113,326
B047439,526,710,595,614,920,643,266,819,661,568,372,602,70,791,718,388,480,683,750,327,622,500,96,403,819,828,300,420,844,746
B043192,101,243,571,334,499,875,386,245,726,354,279,168,433,695,272,209,744,700,485,533,727,594,805,706,172,4,21,668,939,451
B004025,122,830,497,307,594,977,397,572,378,87,626,901,338,128,37,389,27,901,115,700,10,833,507,598,705,814,748,665,5,731
B023409,714,959,293,539,132,978,817,30,580,265,154,461,88,739,900,667,827,807,628,169,812,804,941,944,421,183,930,73,863,856
B028511,969,510,659,590,3,605,37,12,568,111,302,890,707,224,413,861,777,438,623,485,45,35,195,125,791,220,254,227,96,894
B022870,936,820,565,883,965,277,165,994,929,390,868,466,891,956,795,413,632,867,376,3,889,249,801,647,930,152,896,589,364,228
B004905,492,300,640,779,828,140,591,314,833,716,774,961,472,675,241,547,863,637,419,516,14,591,683,493,370,85,588,701,388,814
B046445,200,192,993,940,760,865,244,825,375,930,123,293,677,867,425,914,703,463,364,974,830,304,954,743,808,351,368,331,634,315
B018884,937,729,655,520,916,95,896,219,536,430,735,874,639,495,166,513,314,696,876,121,840,103,848,660,370,965,626,998,300,459
B036575,746,767,735,82,421,593,392,502,372,449,398,220,265,928,512,356,114,970,76,274,4,480,236,261,197,159,126,608,857,266
B045836,58,60,404,210,271,494,934,556,891,293,526,5,647,349,450,297,511,56,83,486,637,207,844,623,795,925,390,487,226,279
B035838,737,677,906,722,430,648,300,140,46,133,676,836,749,40,803,654,577,616,84,300,745,994,611,906,271,288,797,110,418,565
B035499,354,108,644,447,16,109,405,222,936,268,514,23,371,594,787,134,490,441,397,100,594,221,192,857,127,267,597,720,115,132
B047766,629,985,895,945,606,986,477,877,930,343,853,511,105,78,263,682,51,781,912,280,759,6,507,127,63,638,843,737,868,769
B004573,343,659,534,772,829,485,112,450,770,346,119,385,784,957,793,695,271,746,257,870,724,743,393,468,0,186,791,42,446,395
B033794,904,397,716,433,812,532,32,305,917,58,24,276,498,761,876,722,706,822,946,927,378,563,526,605,966,789,232,449,525,63
B044792,953,664,940,72,448,420,843,609,727,745,3,788,994,244,403,745,170,794,131,855,852,438,117,170,990,724,674,542,989,253
B001365,690,753,889,178,383,789,921,261,876,672,631,275,793,450,593,332,590,455,683,251,409,478,47,217,897,18,320,349,419,845
B027318,283,185,380,281,887,631,272,975,174,969,815,390,333,50,987,268,964,493,290,492,116,253,686,970,157,215,2,707,205,371
B045764,88,442,147,651,214,870,276,549,196,48,241,551,709,762,938,964,601,954,745,351,624,517,614,349,187,160,508,603,165,236
B045647,931,91,272,67,259,601,192,991,558,737,410,324,990,351,77,576,343,84,895,999,345,293,757,96,597,639,407,147,831,909
B029259,600,797,479,70,577,737,604,438,684,622,375,438,307,711,275,741,867,869,387,668,327,580,873,615,624,135,479,795,411,79
B023767,947,506,108,535,832,313,966,393,914,699,278,374,394,614,838,88,164,37,897,707,625,101,87,553,103,679,373,221,128,180
B025505,399,323,241,814,26,42,475,340,223,604,290,990,616,943,614,420,10,472,806,182,69,626,305,548,422,293,57,985,579,17
B022378,289,19,257,849,203,450,642,390,258,247,43,267,789,966,619,672,627,903,378,801,279,994,95,14,168,577,317,326,152,445
B033892,429,70,159,892,477,77,507,64,273,439,648,215,36,546,773,30,922,961,867,515,675,487,355,307,143,973,566,237,374,674
B021110,881,264,609,649,316,134,830,50,340,281,639,286,327,439,148,770,926,299,226,9,525,70,895,182,922,460,467,329,560,602
B009213,742,844,804,703,260,495,335,665,874,196,516,969,631,212,385,373,25,541,888,371,843,205,929,33,18,726,79,726,17,174
B044101,965,370,741,306,217,626,0,918,915,544,495,301,776,134,962,241,922,766,425,729,32,632,814,497,715,146,463,961,698,536
B028203,827,630,843,12,272,689,483,212,67,11,460,500,799,703,36,961,215,281,923,331,243,464,115,664,89,48,936,987,951,988
B027404,788,533,573,497,114,736,603,438,602,503,252,539,771,209,923,471,52,636,717,489,961,815,732,695,648,688,768,827,116,980
B031244,336,569,242,778,384,907,771,367,196,138,328,522,197,867,426,145,663,916,90,290,291,338,401,159,159,713,796,961,373,329
B009367,457,355,525,625,638,724,764,844,767,486,420,837,864,287,346,363,477,707,923,790,925,664,480,140,715,635,78,998,869,965
B023621,217,464,371,584,449,938,272,801,249,415,104,43,573,563,945,637,629,416,743,330,929,323,422,724,968,609,51,220,639,131
B020466,465,190,348,321,481,205,656,248,213,617,792,480,513,894,850,139,756,782,892,24,270,640,893,914,76,234,106,380,10,396
B009816,208,881,123,337,338,972,397,445,940,917,317,879,768,250,6,766,104,684,26,55,712,823,764,482,142,683,3,636,396,554
B046963,813,730,707,633,53,360,971,2,778,933,675,135,889,52,753,597,984,770,161,456,221,414,873,647,328,691,518,149,876,631
B047282,442,463,88,61,541,567,61,785,846,740,661,423,18,120,669,868,384,349,433,690,642,537,69,412,28,622,154,970,705,371
B027863,388,391,230,145,343,650,83,354,38,874,346,508,362,607,685,843,984,87,266,470,777,440,969,124,765,948,355,675,561,749
B011340,529,550,388,396,304,588,637,188,950,749,398,99,520,377,407,963,17,498,650,773,463,187,2,129,155,223,334,849,95,674
B033075,161,249,507,999,240,266,22,86,203,719,750,854,258,170,196,456,605,65,910,488,792,328,320,732,291,324,768,523,913,756
B027930,936,36,69,251,706,177,129,190,262,759,238,776,274,188,193,957,75,260,948,118,615,489,824,345,18,987,798,229,572,581
B012809,813,547,61,497,922,40,114,594,34,595,736,786,49,81,867,819,388,690,811,576,90,74,103,73,564,690,257,909,490,620
B025819,437,164,877,539,786,687,739,874,499,9,128,180,568,615,526,419,673,206,471,302,28,77,135,885,711,94,163,351,683,755
B036346,977,196,342,988,714,272,245,324,677,434,685,266,218,960,57,477,29,359,937,965,719,201,184,989,254,776,703,898,118,38
B045034,70,64,586,235,817,365,737,256,259,247,987,120,37,393,711,793,120,621,819,864,98,840,865,9,725,464,820,625,117,38
B049213,101,507,743,672,21,864,354,147,146,769,969,64,698,163,97,675,873,250,415,756,389,749,685,205,962,407,847,528,534,856
B017357,577,650,3,797,144,764,128,167,343,724,645,142,681,116,468,795,248,431,583,341,335,959,257,38,578,650,145,500,7,900
B016356,331,100,884,146,715,172,480,647,35,124,644,35,777,248,392,425,780,318,311,508,548,759,511,972,393,388,569,346,897,65
B009359,624,67,841,251,533,233,628,592,81,699,441,530,140,783,9,240,735,865,943,654,54,23,110,851,444,375,656,404,351,229
B016651,357,243,206,491,611,163,994,851,962,229,634,79,265,821,616,260,37,385,239,544,871,893,99,166,122,235,533,485,933,933
B001007,610,282,477,516,824,788,91,199,326,630,343,992,534,531,373,312,323,366,478,129,630,530,792,813,808,43,957,460,751,334
B012807,960,398,437,270,374,938,699,143,743,626,555,262,442,35,398,628,574,995,409,286,448,221,297,427,341,706,228,173,597,262
B046557,955,837,246,697,630,851,143,270,346,479,187,880,759,544,736,543,972,367,633,929,559,849,674,957,891,262,890,294,355,937
B003041,302,223,56,194,604,253,244,233,206,132,676,653,686,662,242,794,404,79,984,454,414,155,48,177,628,518,451,764,359,938
B010540,140,787,828,246,421,523,168,577,564,375,569,289,366,681,498,497,376,949,517,53,874,895,698,840,493,185,715,908,105,663
B047581,248,259,15,795,69,731,249,896,547,162,355,150,354,288,52,871,648,289,99,44,142,392,118,991,400,180,122,934,185,176
B033301,576,265,471,702,750,420,444,129,549,466,985,20,950,40,124,724,725,72,946,945,886,865,400,457,605,976,544,973,188,480
B043297,544,502,272,817,651,30,504,79,638,207,999,751,110,229,534,505,400,829,790,133,425,365,123,137,500,217,656,34,94,59
B006110,833,548,928,281,951,743,897,115,463,590,87,987,439,625,397,565,972,916,187,154,949,143,515,243,838,720,741,401,52,392
B031746,284,6,421,782,556,794,531,668,853,853,35,508,309,524,694,373,300,101,806,615,730,76,975,234,94,853,941,824,615,549
B015769,325,438,984,447,492,224,378,71,135,224,893,510,382,564,126,462,636,227,836,544,768,702,932,511,303,754,185,962,773,698
B027384,804,140,298,877,316,857,918,734,658,713,452,643,257,915,405,195,448,796,253,715,374,925,971,217,5,504,53,643,521,969
B028397,470,383,164,614,343,83,343,351,554,578,683,759,119,101,95,519,783,830,163,226,380,128,338,678,303,583,258,833,995,59
B027025,247,305,594,788,568,706,825,745,593,0,255,584,698,141,395,493,903,648,10,673,160,114,394,701,963,665,821,117,855,269
B004192,589,223,833,69,266,741,994,415,22,449,14,600,278,731,97,375,538,890,422,866,358,480,689,624,813,493,829,223,306,872
B027752,358,569,708,245,860,888,663,884,781,739,945,654,690,366,918,466,975,615,801,640,594,608,47,56,57,963,172,987,582,447
B048649,798,630,308,544,719,786,174,621,904,280,267,64,466,659,199,136,200,45,750,612,401,100,857,375,720,589,842,973,212,722
B039157,172,531,526,458,85,632,662,150,242,249,217,432,970,426,884,836,676,234,281,872,456,699,738,27,475,269,147,162,236,104
B027387,913,907,644,866,521,926,464,89,847,229,455,938,35,203,203,415,427,155,892,128,552,809,491,590,474,424,631,658,580,103
B018330,726,682,139,124,922,635,634,736,671,19,681,166,471,892,25,338,218,412,669,903,249,964,602,580,878,300,967,72,873,582
B046260,518,477,475,521,304,416,952,253,201,893,870,779,152,374,449,670,489,442,121,593,789,477,801,731,163,277,222,854,739,503
B021051,310,970,81,83,122,186,54,535,569,357,784,735,74,107,571,123,290,881,12,628,730,875,32,708,289,941,325,117,487,588
B016251,153,316,804,235,959,609,118,141,169,557,679,180,430,409,304,522,903,165,446,445,6,862,196,969,27,223,838,423,39,146
B001309,26,862,402,871,273,600,176,654,886,626,208,470,149,441,829,941,71,574,84,143,57,979,200,164,250,220,68,526,590,702
B032949,598,826,419,913,877,957,468,358,660,167,659,673,754,957,358,519,9,785,349,868,195,141,9,302,399,97,538,955,710,779
B024956,897,864,308,842,902,356,925,412,912,739,688,499,967,923,504,756,914,660,809,783,312,824,928,383,10,964,989,288,424,191
B000078,74,525,691,111,559,902,863,74,323,687,255,21,233,659,13,132,783,126,234,489,216,954,336,169,195,230,693,403,841,325
B020086,779,479,2,870,103,801,486,383,758,49,877,185,790,495,170,877,279,611,406,151,763,934,272,121,172,271,954,224,797,908
B028950,539,551,425,311,673,421,735,558,364,666,196,170,425,315,78,140,470,149,375,492,628,150,334,81,258,305,165,932,27,730
B042290,597,700,661,278,673,106,262,244,753,778,713,498,610,407,298,984,61,516,195,362,501,806,415,220,759,215,925,979,570,97
B024218,719,488,84,417,905,167,591,637,500,257,166,979,73,335,927,172,444,751,473,539,664,618,121,231,348,938,94,997,260,380
B008859,12,367,6,100,810,526,833,416,667,60,33,250,291,964,747,313,332,429,96,74,803,376,63,1,519,194,589,170,922,88
B026844,553,921,704,471,875,592,540,331,726,684,504,521,589,138,34,843,244,923,765,359,222,913,296,154,799,579,80,676,450,570
B003263,211,436,222,613,797,301,254,516,415,673,848,848,606,328,305,374,751,648,876,518,343,536,650,547,851,308,547,748,165,501
B018693,75,614,420,91,576,522,859,950,881,767,820,477,639,974,480,282,717,632,752,274,274,808,759,685,249,683,714,576,215,565
B018371,620,458,787,757,487,717,127,907,872,874,646,158,136,535,661,855,736,786,581,293,692,50,940,247,733,85,805,75,362,900
B011283,500,537,690,605,570,527,858,282,33,800,227,438,735,103,803,883,674,913,619,944,722,144,702,687,155,870,930,818,155,679
B039845,217,590,772,77,10,723,396,656,493,915,764,655,369,412,508,97,589,660,703,901,434,933,49,566,676,771,63,371,341,33
