serial_nbr,batchID
S008B021831,B021831
S001B009338,B009338
S007B037005,B037005
S005B046036,B046036
S007B010909,B010909
S000B013348,B013348
S008B030820,B030820
S002B017275,B017275
S000B013457,B013457
S000B028944,B028944
S004B006852,B006852
S002B022574,B022574
S007B031734,B031734
S001B038258,B038258
S006B026504,B026504
S005B029615,B029615
S007B024634,B024634
S001B035889,B035889
S000B037894,B037894
S006B015311,B015311
S002B025111,B025111
S009B047299,B047299
S008B014592,B014592
S001B049213,B049213
S004B037706,B037706
S009B021808,B021808
S002B047773,B047773
S002B028571,B028571
S000B025358,B025358
S006B036609,B036609
S007B041992,B041992
S009B040603,B040603
S002B014990,B014990
S007B026621,B026621
S000B027872,B027872
S005B026293,B026293
S004B000128,B000128
S006B021435,B021435
S007B036124,B036124
S001B006617,B006617
S008B000348,B000348
S005B037806,B037806
S000B037673,B037673
S007B003041,B003041
S004B022361,B022361
S009B012862,B012862
S004B036908,B036908
S006B043829,B043829
S007B044766,B044766
S001B044653,B044653
S008B028525,B028525
S003B030558,B030558
S001B023760,B023760
S002B007803,B007803
S000B012190,B012190
S000B022250,B022250
S004B033964,B033964
S002B028397,B028397
S002B012579,B012579
S004B019666,B019666
S003B037216,B037216
S008B044766,B044766
S008B017593,B017593
S005B010372,B010372
S001B045269,B045269
S007B023631,B023631
S008B004145,B004145
S005B026817,B026817
S002B042420,B042420
S002B050096,B050096
S007B002378,B002378
S000B047381,B047381
S004B004914,B004914
S008B024634,B024634
S006B046400,B046400
S000B016356,B016356
S005B030341,B030341
S009B037673,B037673
S003B002929,B002929
S006B046058,B046058
S003B024528,B024528
S003B024669,B024669
S003B005827,B005827
S002B001401,B001401
S005B014681,B014681
S001B013248,B013248
S006B047266,B047266
S009B045026,B045026
S001B004513,B004513
S005B046978,B046978
S004B039341,B039341
S006B035134,B035134
S001B041889,B041889
S006B016220,B016220
S003B047919,B047919
S003B023149,B023149
S007B018723,B018723
S006B030339,B030339
S000B037542,B037542
S004B015890,B015890
S005B050263,B050263
S006B006072,B006072
S009B001388,B001388
S002B015433,B015433
S003B047399,B047399
S009B022095,B022095
S002B037556,B037556
S000B012882,B012882
S003B033796,B033796
S008B030017,B030017
S008B020360,B020360
S008B020951,B020951
S001B003154,B003154
S004B000578,B000578
S008B001147,B001147
S009B022282,B022282
S008B046058,B046058
S004B015616,B015616
S003B003377,B003377
S003B043753,B043753
S000B034180,B034180
S000B021073,B021073
S004B007363,B007363
S003B024113,B024113
S004B030341,B030341
S009B003995,B003995
S003B014432,B014432
S004B026621,B026621
S005B025813,B025813
S000B005805,B005805
S001B040697,B040697
S005B024834,B024834
S000B003523,B003523
S008B028801,B028801
S006B005514,B005514
S000B044952,B044952
S002B025569,B025569
S005B015661,B015661
S005B038638,B038638
S006B005396,B005396
S006B032382,B032382
S005B047439,B047439
S002B023615,B023615
S003B032246,B032246
S008B047456,B047456
S001B020779,B020779
S004B024015,B024015
S008B023656,B023656
S008B045268,B045268
S001B045943,B045943
S008B037211,B037211
S005B021756,B021756
S000B022383,B022383
S005B012796,B012796
S007B001847,B001847
S006B045003,B045003
S000B042054,B042054
S005B008401,B008401
S006B004501,B004501
S002B024010,B024010
S001B048379,B048379
S000B049611,B049611
S003B000064,B000064
S007B000074,B000074
S007B010005,B010005
S004B022869,B022869
S000B009795,B009795
S004B048000,B048000
S002B041567,B041567
S005B032811,B032811
S008B047955,B047955
S003B020686,B020686
S004B049246,B049246
S002B013295,B013295
S006B048757,B048757
S000B043845,B043845
S003B025676,B025676
S001B028571,B028571
S004B004272,B004272
S006B033047,B033047
S008B019104,B019104
S002B028668,B028668
S009B048379,B048379
S009B007621,B007621
S007B001388,B001388
S002B008211,B008211
S001B046393,B046393
S004B018551,B018551
S006B028499,B028499
S006B019292,B019292
S009B030207,B030207
S007B026293,B026293
S003B015311,B015311
S001B032659,B032659
S004B017357,B017357
S007B020386,B020386
S001B008876,B008876
S002B005754,B005754
S001B011600,B011600
S007B025721,B025721
S005B007950,B007950
S007B017723,B017723
S007B038039,B038039
S001B004375,B004375
S007B028463,B028463
S009B001309,B001309
S005B016836,B016836
S001B041656,B041656
S003B037810,B037810
S001B042643,B042643
S000B008663,B008663
S009B045270,B045270
S009B041889,B041889
S002B014798,B014798
S000B048623,B048623
S000B006504,B006504
S005B043878,B043878
S007B027204,B027204
S000B034095,B034095
S004B043302,B043302
S004B039075,B039075
S008B023564,B023564
S004B049565,B049565
S001B022548,B022548
S006B001664,B001664
S005B021824,B021824
S000B024053,B024053
S001B028068,B028068
S005B043631,B043631
S009B047705,B047705
S001B005978,B005978
S009B021271,B021271
S000B024995,B024995
S001B020386,B020386
S006B045280,B045280
S003B038541,B038541
S001B011514,B011514
S001B044460,B044460
S006B020714,B020714
S006B042116,B042116
S008B006083,B006083
S003B023460,B023460
S000B047574,B047574
S006B043631,B043631
S008B023736,B023736
S009B038131,B038131
S008B023421,B023421
S004B004529,B004529
S005B013762,B013762
S007B039075,B039075
S009B020740,B020740
S009B048114,B048114
S005B008742,B008742
S003B031327,B031327
S006B022704,B022704
S006B002109,B002109
S002B018323,B018323
S000B047846,B047846
S009B023620,B023620
S004B038803,B038803
S008B015375,B015375
S003B047172,B047172
S004B034370,B034370
S002B006007,B006007
S000B047581,B047581
S003B007319,B007319
S008B021974,B021974
S002B022291,B022291
S007B035694,B035694
S005B047249,B047249
S006B013327,B013327
S004B030768,B030768
S004B015496,B015496
S004B033602,B033602
S008B004086,B004086
S007B013348,B013348
S008B018717,B018717
S004B035907,B035907
S000B043693,B043693
S009B031570,B031570
S009B043383,B043383
S009B045268,B045268
S008B022629,B022629
S005B004848,B004848
S004B014950,B014950
S004B000763,B000763
S007B027453,B027453
S007B010253,B010253
S006B032047,B032047
S001B041491,B041491
S008B020565,B020565
S006B013913,B013913
S006B039145,B039145
S001B049194,B049194
S004B046714,B046714
S008B027403,B027403
S001B014576,B014576
S001B023979,B023979
S005B045779,B045779
S000B046299,B046299
S007B004638,B004638
S005B035464,B035464
S003B028191,B028191
S003B022095,B022095
S000B048583,B048583
S004B011650,B011650
S009B046228,B046228
S009B033673,B033673
S004B026329,B026329
S002B019610,B019610
S002B032847,B032847
S007B031411,B031411
S001B041110,B041110
S004B038501,B038501
S007B004615,B004615
S003B014659,B014659
S002B015304,B015304
S005B000106,B000106
S004B019082,B019082
S001B016122,B016122
S005B003548,B003548
S002B028521,B028521
S009B015010,B015010
S008B019786,B019786
S008B016018,B016018
S006B046513,B046513
S000B005618,B005618
S000B035244,B035244
S004B047188,B047188
S009B018398,B018398
S005B031573,B031573
S008B002277,B002277
S008B034446,B034446
S007B009835,B009835
S005B024367,B024367
S007B047282,B047282
S007B040328,B040328
S004B038328,B038328
S008B001639,B001639
S001B035312,B035312
S004B027403,B027403
S001B035810,B035810
S003B020473,B020473
S008B029906,B029906
S008B000763,B000763
S000B024707,B024707
S000B015446,B015446
S000B006293,B006293
S002B035249,B035249
S005B026096,B026096
S003B021809,B021809
S001B028107,B028107
S000B024015,B024015
S009B039145,B039145
S004B049057,B049057
S003B002970,B002970
S002B021815,B021815
S001B007260,B007260
S006B017446,B017446
S005B020360,B020360
S005B009247,B009247
S000B022550,B022550
S004B017327,B017327
S005B019174,B019174
S005B036751,B036751
S005B023210,B023210
S002B020686,B020686
S009B019988,B019988
S002B021001,B021001
S002B027950,B027950
S006B034446,B034446
S008B039428,B039428
S006B050128,B050128
S003B027318,B027318
S009B028668,B028668
S003B007815,B007815
S009B000837,B000837
S001B012433,B012433
S003B045972,B045972
S000B027318,B027318
S006B002183,B002183
S006B049941,B049941
S002B009588,B009588
S006B039420,B039420
S003B036192,B036192
S009B049073,B049073
S008B043818,B043818
S009B010575,B010575
S008B041202,B041202
S002B005959,B005959
S006B022250,B022250
S008B042114,B042114
S001B047122,B047122
S005B026167,B026167
S004B020864,B020864
S003B015983,B015983
S008B004848,B004848
S004B020735,B020735
S001B043246,B043246
S003B018714,B018714
S005B043387,B043387
S007B033503,B033503
S006B032847,B032847
S007B018803,B018803
S007B042054,B042054
S002B006380,B006380
S008B020032,B020032
S000B021526,B021526
S009B020037,B020037
S009B049840,B049840
S004B033057,B033057
S003B021042,B021042
S005B017319,B017319
S007B039356,B039356
S000B041100,B041100
S002B038951,B038951
S000B000460,B000460
S001B016451,B016451
S001B018971,B018971
S009B045555,B045555
S000B022862,B022862
S001B024501,B024501
S000B015283,B015283
S004B015700,B015700
S001B029854,B029854
S003B047890,B047890
S005B000030,B000030
S008B030577,B030577
S000B009556,B009556
S005B007017,B007017
S005B021699,B021699
S007B008168,B008168
S004B008376,B008376
S002B046393,B046393
S006B009359,B009359
S004B020734,B020734
S006B039058,B039058
S005B003614,B003614
S000B006263,B006263
S007B001899,B001899
S003B001597,B001597
S004B003180,B003180
S003B016043,B016043
S006B032162,B032162
S004B004608,B004608
S001B023998,B023998
S001B049645,B049645
S002B025322,B025322
S008B004638,B004638
S001B048308,B048308
S005B010904,B010904
S008B014897,B014897
S000B028243,B028243
S003B009446,B009446
S006B043530,B043530
S003B039994,B039994
S003B007436,B007436
S002B004573,B004573
S001B017984,B017984
S006B001230,B001230
S006B010678,B010678
S005B033498,B033498
S008B018202,B018202
S008B010406,B010406
S009B032081,B032081
S006B039822,B039822
S007B017389,B017389
S009B013297,B013297
S006B029958,B029958
S009B046882,B046882
S007B033627,B033627
S003B041110,B041110
S009B001023,B001023
S000B009672,B009672
S007B024651,B024651
S009B007159,B007159
S002B038663,B038663
S004B011692,B011692
S006B003377,B003377
S001B045168,B045168
S002B013629,B013629
S009B010581,B010581
S007B016389,B016389
S004B014432,B014432
S000B046513,B046513
S004B032166,B032166
S009B025307,B025307
S008B006430,B006430
S007B040600,B040600
S005B002687,B002687
S008B018501,B018501
S005B013964,B013964
S003B000450,B000450
S005B046903,B046903
S008B043709,B043709
S004B004749,B004749
S007B006485,B006485
S009B020478,B020478
S003B047383,B047383
S000B040555,B040555
S006B031696,B031696
S001B042074,B042074
S007B009939,B009939
S002B033801,B033801
S001B048532,B048532
S009B043405,B043405
S006B006391,B006391
S002B048851,B048851
S003B049611,B049611
S007B001620,B001620
S006B009525,B009525
S005B015209,B015209
S001B042802,B042802
S009B032143,B032143
S000B025373,B025373
S007B007319,B007319
S002B000348,B000348
S003B035178,B035178
S001B033515,B033515
S003B007950,B007950
S004B023842,B023842
S008B018231,B018231
S000B019810,B019810
S007B007205,B007205
S002B041653,B041653
S009B046458,B046458
S009B024904,B024904
S006B015209,B015209
S000B029460,B029460
S008B019740,B019740
S002B021106,B021106
S005B000306,B000306
S001B004914,B004914
S009B004759,B004759
S006B020268,B020268
S007B023877,B023877
S000B007995,B007995
S006B033391,B033391
S002B047482,B047482
S005B010344,B010344
S008B027944,B027944
S005B011169,B011169
S006B006083,B006083
S008B037287,B037287
S009B035054,B035054
S006B007661,B007661
S008B014177,B014177
S007B045745,B045745
S005B036860,B036860
S005B041111,B041111
S000B027093,B027093
S001B036134,B036134
S007B045694,B045694
S007B000218,B000218
S004B011553,B011553
S000B049565,B049565
S009B005581,B005581
S002B019869,B019869
S002B027114,B027114
S007B029856,B029856
S000B042135,B042135
S004B030553,B030553
S008B007017,B007017
S003B039325,B039325
S002B004276,B004276
S009B001297,B001297
S008B032017,B032017
S008B034121,B034121
S006B011932,B011932
S004B003543,B003543
S007B024389,B024389
S009B018323,B018323
S004B035567,B035567
S002B046566,B046566
S005B020386,B020386
S006B004702,B004702
S009B028222,B028222
S006B024995,B024995
S005B009795,B009795
S000B001172,B001172
S007B040443,B040443
S004B034531,B034531
S003B025100,B025100
S007B033244,B033244
S004B035188,B035188
S004B034351,B034351
S001B036868,B036868
S007B046400,B046400
S001B042394,B042394
S002B033965,B033965
S008B021271,B021271
S006B036529,B036529
S009B041826,B041826
S009B037563,B037563
S007B018542,B018542
S003B038002,B038002
S006B049813,B049813
S004B007633,B007633
S008B016713,B016713
S007B022527,B022527
S005B012433,B012433
S008B007308,B007308
S003B019081,B019081
S002B028880,B028880
S000B032597,B032597
S009B023460,B023460
S000B000775,B000775
S001B031622,B031622
S005B004264,B004264
S001B023842,B023842
S003B038285,B038285
S006B013978,B013978
S008B001634,B001634
S006B013771,B013771
S006B002680,B002680
S000B032411,B032411
S002B044404,B044404
S008B049235,B049235
S007B035858,B035858
S007B025358,B025358
S009B048532,B048532
S003B031900,B031900
S009B003546,B003546
S005B041656,B041656
S009B050006,B050006
S008B026248,B026248
S005B012882,B012882
S000B045268,B045268
S002B033029,B033029
S003B024680,B024680
S008B041068,B041068
S006B032985,B032985
S002B039864,B039864
S002B000132,B000132
S004B039682,B039682
S002B018351,B018351
S001B001639,B001639
S008B022827,B022827
S006B035692,B035692
S006B016351,B016351
S002B009601,B009601
S004B035045,B035045
S007B029461,B029461
S001B004897,B004897
S003B025322,B025322
S008B007803,B007803
S006B032355,B032355
S008B034442,B034442
S002B046299,B046299
S008B011065,B011065
S002B037945,B037945
S000B015890,B015890
S007B008257,B008257
S005B014674,B014674
S004B047453,B047453
S009B042914,B042914
S003B030324,B030324
S005B033169,B033169
S000B013496,B013496
S004B044884,B044884
S000B039864,B039864
S003B019786,B019786
S000B032191,B032191
S001B020203,B020203
S007B042802,B042802
S006B038409,B038409
S006B021377,B021377
S008B025926,B025926
S008B045082,B045082
S005B028784,B028784
S002B038167,B038167
S007B019951,B019951
S006B012419,B012419
S006B048583,B048583
S007B001230,B001230
S008B018089,B018089
S006B014660,B014660
S006B015277,B015277
S002B025622,B025622
S005B004145,B004145
S000B004132,B004132
S006B026164,B026164
S005B043693,B043693
S005B047453,B047453
S004B037032,B037032
S009B014592,B014592
S000B025003,B025003
S001B006529,B006529
S003B037800,B037800
S006B036036,B036036
S004B000397,B000397
S007B047632,B047632
S006B041508,B041508
S000B034531,B034531
S000B041601,B041601
S002B004127,B004127
S004B008930,B008930
S002B011114,B011114
S004B036575,B036575
S002B026179,B026179
S005B035499,B035499
S004B018614,B018614
S003B035804,B035804
S005B023840,B023840
S002B032597,B032597
S007B050157,B050157
S004B042143,B042143
S002B048007,B048007
S005B036636,B036636
S004B008054,B008054
S005B037262,B037262
S004B023952,B023952
S001B032706,B032706
S004B008876,B008876
S004B007814,B007814
S006B033723,B033723
S007B035178,B035178
S006B017767,B017767
S007B018289,B018289
S008B043383,B043383
S002B043405,B043405
S001B022867,B022867
S008B043053,B043053
S000B017209,B017209
S008B036609,B036609
S006B025725,B025725
S004B031570,B031570
S000B039653,B039653
S000B023826,B023826
S001B048171,B048171
S006B033515,B033515
S000B045201,B045201
S003B001613,B001613
S006B043189,B043189
S003B019674,B019674
S000B032062,B032062
S002B006016,B006016
S007B049209,B049209
S008B018975,B018975
S004B017172,B017172
S001B013913,B013913
S002B032382,B032382
S004B010483,B010483
S003B002338,B002338
S000B043753,B043753
S002B013180,B013180
S000B032706,B032706
S004B019150,B019150
S000B040668,B040668
S002B001230,B001230
S004B025725,B025725
S009B019984,B019984
S000B004759,B004759
S005B021106,B021106
S007B015752,B015752
S000B042216,B042216
S008B037216,B037216
S002B043246,B043246
S003B026033,B026033
S003B028299,B028299
S000B012683,B012683
S008B043387,B043387
S005B035188,B035188
S005B003010,B003010
S001B030506,B030506
S006B031728,B031728
S000B007319,B007319
S001B014902,B014902
S000B018202,B018202
S008B026458,B026458
S008B014798,B014798
S005B001540,B001540
S005B031064,B031064
S008B039341,B039341
S001B039923,B039923
S005B043125,B043125
S005B018440,B018440
S003B040757,B040757
S004B019973,B019973
S009B004773,B004773
S009B037749,B037749
S008B029644,B029644
S003B014279,B014279
S008B037384,B037384
S004B000419,B000419
S002B047266,B047266
S000B022527,B022527
S005B024385,B024385
S009B041495,B041495
S000B012506,B012506
S006B014232,B014232
S007B017376,B017376
S003B005781,B005781
S000B042117,B042117
S009B017906,B017906
S001B038384,B038384
S003B016750,B016750
S006B006738,B006738
S001B016581,B016581
S005B045741,B045741
S002B029965,B029965
S003B040921,B040921
S001B032536,B032536
S005B048007,B048007
S008B025034,B025034
S003B010542,B010542
S000B024301,B024301
S000B014824,B014824
S000B045555,B045555
S006B026119,B026119
S006B030927,B030927
S009B017662,B017662
S008B040498,B040498
S009B018723,B018723
S002B026844,B026844
S000B038384,B038384
S009B026458,B026458
S009B022316,B022316
S004B028717,B028717
S009B048521,B048521
S003B021526,B021526
S007B040971,B040971
S003B019869,B019869
S007B009247,B009247
S001B007293,B007293
S005B025274,B025274
S002B033484,B033484
S005B010253,B010253
S003B031891,B031891
S007B032281,B032281
S001B040968,B040968
S008B041450,B041450
S008B012634,B012634
S001B048222,B048222
S003B047981,B047981
S002B001414,B001414
S008B027341,B027341
S006B045026,B045026
S006B047766,B047766
S006B027950,B027950
S003B028258,B028258
S009B013356,B013356
S003B029615,B029615
S009B042342,B042342
S004B040537,B040537
S001B046509,B046509
S003B008330,B008330
S001B028717,B028717
S008B047776,B047776
S000B024607,B024607
S001B048759,B048759
S008B002753,B002753
S009B048623,B048623
